DATA_SOURCE,PRIORITY,CHECK_NAME,TABLE_NAME,DATE,STATUS
Snowflake,L,Duplicates,Order_Items,2024-09-15,2
Snowflake,L,Duplicates,Supplier_Records,2024-09-09,0
Snowflake,L,Duplicates,Supplier_Records,2024-09-10,0
Snowflake,L,Duplicates,Supplier_Records,2024-09-11,2
Snowflake,L,Duplicates,Supplier_Records,2024-09-12,0
Snowflake,L,Duplicates,Supplier_Records,2024-09-13,1
Snowflake,L,Duplicates,Supplier_Records,2024-09-14,1
Snowflake,L,Duplicates,Supplier_Records,2024-09-15,1
Snowflake,L,Duplicates,Transaction_History,2024-09-09,0
Snowflake,L,Duplicates,Transaction_History,2024-09-10,2
Snowflake,L,Duplicates,Transaction_History,2024-09-11,2
Snowflake,L,Duplicates,Transaction_History,2024-09-12,0
Snowflake,L,Duplicates,Transaction_History,2024-09-13,0
Snowflake,L,Duplicates,Transaction_History,2024-09-14,0
Snowflake,L,Duplicates,Transaction_History,2024-09-15,0
Snowflake,L,Duplicates,Product_Categories,2024-09-09,2
Snowflake,L,Duplicates,Product_Categories,2024-09-10,0
Snowflake,L,Duplicates,Product_Categories,2024-09-11,1
Snowflake,L,Duplicates,Product_Categories,2024-09-12,1
Snowflake,L,Duplicates,Product_Categories,2024-09-13,0
Snowflake,L,Duplicates,Product_Categories,2024-09-14,2
Snowflake,L,Duplicates,Product_Categories,2024-09-15,1
Snowflake,L,Duplicates,Payment_Methods,2024-09-09,0
Snowflake,L,Duplicates,Payment_Methods,2024-09-10,0
Snowflake,L,Duplicates,Payment_Methods,2024-09-11,0
Snowflake,L,Duplicates,Payment_Methods,2024-09-12,0
Snowflake,L,Duplicates,Payment_Methods,2024-09-13,1
Snowflake,L,Duplicates,Payment_Methods,2024-09-14,2
Snowflake,L,Duplicates,Payment_Methods,2024-09-15,0
Snowflake,L,Duplicates,Shipping_Details,2024-09-09,0
Snowflake,L,Duplicates,Shipping_Details,2024-09-10,2
Snowflake,L,Duplicates,Shipping_Details,2024-09-11,0
Snowflake,L,Duplicates,Shipping_Details,2024-09-12,2
Snowflake,L,Duplicates,Shipping_Details,2024-09-13,0
Snowflake,L,Duplicates,Shipping_Details,2024-09-14,0
Snowflake,L,Duplicates,Shipping_Details,2024-09-15,0
Snowflake,L,Duplicates,Customer_Feedback,2024-09-09,0
Snowflake,L,Duplicates,Customer_Feedback,2024-09-10,1
Snowflake,L,Duplicates,Customer_Feedback,2024-09-11,0
Snowflake,L,Duplicates,Customer_Feedback,2024-09-12,1
Snowflake,L,Duplicates,Customer_Feedback,2024-09-13,2
Snowflake,L,Duplicates,Customer_Feedback,2024-09-14,0
Snowflake,L,Duplicates,Customer_Feedback,2024-09-15,2
Snowflake,L,Duplicates,Marketing_Campaigns,2024-09-09,1
Snowflake,L,Duplicates,Marketing_Campaigns,2024-09-10,2
Snowflake,L,Duplicates,Marketing_Campaigns,2024-09-11,2
Snowflake,L,Duplicates,Marketing_Campaigns,2024-09-12,2
Snowflake,L,Duplicates,Marketing_Campaigns,2024-09-13,1
Snowflake,L,Duplicates,Marketing_Campaigns,2024-09-14,2
Snowflake,L,Duplicates,Marketing_Campaigns,2024-09-15,0
Snowflake,L,Duplicates,Product_Reviews,2024-09-09,1
Snowflake,L,Duplicates,Product_Reviews,2024-09-10,1
Snowflake,L,Duplicates,Product_Reviews,2024-09-11,2
Snowflake,L,Duplicates,Product_Reviews,2024-09-12,1
Snowflake,L,Duplicates,Product_Reviews,2024-09-13,0
Snowflake,L,Duplicates,Product_Reviews,2024-09-14,2
Snowflake,L,Duplicates,Product_Reviews,2024-09-15,0
Snowflake,L,Duplicates,Order_Status,2024-09-09,2
Snowflake,L,Duplicates,Order_Status,2024-09-10,0
Snowflake,L,Duplicates,Order_Status,2024-09-11,0
Snowflake,L,Duplicates,Order_Status,2024-09-12,1
Snowflake,L,Duplicates,Order_Status,2024-09-13,1
Snowflake,L,Duplicates,Order_Status,2024-09-14,0
Snowflake,L,Duplicates,Order_Status,2024-09-15,2
Snowflake,L,Duplicates,Inventory_Adjustments,2024-09-09,1
Snowflake,L,Duplicates,Inventory_Adjustments,2024-09-10,0
Snowflake,L,Duplicates,Inventory_Adjustments,2024-09-11,2
Snowflake,L,Duplicates,Inventory_Adjustments,2024-09-12,0
Snowflake,L,Duplicates,Inventory_Adjustments,2024-09-13,0
Snowflake,L,Duplicates,Inventory_Adjustments,2024-09-14,1
Snowflake,L,Duplicates,Inventory_Adjustments,2024-09-15,2
Snowflake,L,Duplicates,Supplier_Contacts,2024-09-09,1
Snowflake,L,Duplicates,Supplier_Contacts,2024-09-10,1
Snowflake,L,Duplicates,Supplier_Contacts,2024-09-11,1
Snowflake,L,Duplicates,Supplier_Contacts,2024-09-12,0
Snowflake,L,Duplicates,Supplier_Contacts,2024-09-13,1
Snowflake,L,Duplicates,Supplier_Contacts,2024-09-14,0
Snowflake,L,Duplicates,Supplier_Contacts,2024-09-15,1
Snowflake,L,Duplicates,Customer_Addresses,2024-09-09,1
Snowflake,L,Duplicates,Customer_Addresses,2024-09-10,1
Snowflake,L,Duplicates,Customer_Addresses,2024-09-11,1
Snowflake,L,Duplicates,Customer_Addresses,2024-09-12,1
Snowflake,L,Duplicates,Customer_Addresses,2024-09-13,1
Snowflake,L,Duplicates,Customer_Addresses,2024-09-14,0
Snowflake,L,Duplicates,Customer_Addresses,2024-09-15,1
Snowflake,L,Duplicates,Employee_Salaries,2024-09-09,2
Snowflake,L,Duplicates,Employee_Salaries,2024-09-10,1
Snowflake,L,Duplicates,Employee_Salaries,2024-09-11,0
Snowflake,L,Duplicates,Employee_Salaries,2024-09-12,1
Snowflake,L,Duplicates,Employee_Salaries,2024-09-13,1
Snowflake,L,Duplicates,Employee_Salaries,2024-09-14,1
Snowflake,L,Duplicates,Employee_Salaries,2024-09-15,2
Snowflake,L,Duplicates,Sales_Regions,2024-09-09,2
Snowflake,L,Duplicates,Sales_Regions,2024-09-10,2
Snowflake,L,Duplicates,Sales_Regions,2024-09-11,0
Snowflake,L,Duplicates,Sales_Regions,2024-09-12,1
Snowflake,L,Duplicates,Sales_Regions,2024-09-13,1
Snowflake,L,Duplicates,Sales_Regions,2024-09-14,2
Snowflake,L,Duplicates,Sales_Regions,2024-09-15,0
Snowflake,L,Duplicates,Product_Manufacturers,2024-09-09,1
Snowflake,L,Duplicates,Product_Manufacturers,2024-09-10,2
Snowflake,L,Duplicates,Product_Manufacturers,2024-09-11,1
Snowflake,L,Duplicates,Product_Manufacturers,2024-09-12,1
Snowflake,L,Duplicates,Product_Manufacturers,2024-09-13,2
Snowflake,L,Duplicates,Product_Manufacturers,2024-09-14,0
Snowflake,L,Duplicates,Product_Manufacturers,2024-09-15,2
Snowflake,L,Duplicates,Order_Returns,2024-09-09,1
Snowflake,L,Duplicates,Order_Returns,2024-09-10,2
Snowflake,L,Duplicates,Order_Returns,2024-09-11,0
Snowflake,L,Duplicates,Order_Returns,2024-09-12,2
Snowflake,L,Duplicates,Order_Returns,2024-09-13,1
Snowflake,L,Duplicates,Order_Returns,2024-09-14,2
Snowflake,L,Duplicates,Order_Returns,2024-09-15,1
Snowflake,L,Duplicates,Shipping_Providers,2024-09-09,2
Snowflake,L,Duplicates,Shipping_Providers,2024-09-10,2
Snowflake,L,Duplicates,Shipping_Providers,2024-09-11,1
Snowflake,L,Duplicates,Shipping_Providers,2024-09-12,0
Snowflake,L,Duplicates,Shipping_Providers,2024-09-13,1
Snowflake,L,Duplicates,Shipping_Providers,2024-09-14,2
Snowflake,L,Duplicates,Shipping_Providers,2024-09-15,0
Snowflake,L,Duplicates,Customer_Referrals,2024-09-09,0
Snowflake,L,Duplicates,Customer_Referrals,2024-09-10,1
Snowflake,L,Duplicates,Customer_Referrals,2024-09-11,2
Snowflake,L,Duplicates,Customer_Referrals,2024-09-12,1
Snowflake,L,Duplicates,Customer_Referrals,2024-09-13,2
Snowflake,L,Duplicates,Customer_Referrals,2024-09-14,0
Snowflake,L,Duplicates,Customer_Referrals,2024-09-15,2
Snowflake,L,Duplicates,Employee_Shifts,2024-09-09,0
Snowflake,L,Duplicates,Employee_Shifts,2024-09-10,2
Snowflake,L,Duplicates,Employee_Shifts,2024-09-11,1
Snowflake,L,Duplicates,Employee_Shifts,2024-09-12,1
Snowflake,L,Duplicates,Employee_Shifts,2024-09-13,2
Snowflake,L,Duplicates,Employee_Shifts,2024-09-14,2
Snowflake,L,Duplicates,Employee_Shifts,2024-09-15,1
Snowflake,L,Duplicates,Product_Discounts,2024-09-09,2
Snowflake,L,Duplicates,Product_Discounts,2024-09-10,2
Snowflake,L,Duplicates,Product_Discounts,2024-09-11,0
Snowflake,L,Duplicates,Product_Discounts,2024-09-12,2
Snowflake,L,Duplicates,Product_Discounts,2024-09-13,2
Snowflake,L,Duplicates,Product_Discounts,2024-09-14,2
Snowflake,L,Duplicates,Product_Discounts,2024-09-15,0
Snowflake,L,Duplicates,Sales_Commissions,2024-09-09,1
Snowflake,L,Duplicates,Sales_Commissions,2024-09-10,0
Snowflake,L,Duplicates,Sales_Commissions,2024-09-11,1
Snowflake,L,Duplicates,Sales_Commissions,2024-09-12,0
Snowflake,L,Duplicates,Sales_Commissions,2024-09-13,2
Snowflake,L,Duplicates,Sales_Commissions,2024-09-14,2
Snowflake,L,Duplicates,Sales_Commissions,2024-09-15,2
Snowflake,L,Duplicates,Order_History,2024-09-09,2
Snowflake,L,Duplicates,Order_History,2024-09-10,0
Snowflake,L,Duplicates,Order_History,2024-09-11,2
Snowflake,L,Duplicates,Order_History,2024-09-12,0
Snowflake,L,Duplicates,Order_History,2024-09-13,0
Snowflake,L,Duplicates,Order_History,2024-09-14,2
Snowflake,L,Duplicates,Order_History,2024-09-15,2
Snowflake,L,Duplicates,Inventory_Levels,2024-09-09,1
Snowflake,L,Duplicates,Inventory_Levels,2024-09-10,2
Snowflake,L,Duplicates,Inventory_Levels,2024-09-11,1
Snowflake,L,Duplicates,Inventory_Levels,2024-09-12,0
Snowflake,L,Duplicates,Inventory_Levels,2024-09-13,0
Snowflake,L,Duplicates,Inventory_Levels,2024-09-14,0
Snowflake,L,Duplicates,Inventory_Levels,2024-09-15,0
Snowflake,L,Duplicates,Supplier_Purchases,2024-09-09,0
Snowflake,L,Duplicates,Supplier_Purchases,2024-09-10,0
Snowflake,L,Duplicates,Supplier_Purchases,2024-09-11,2
Snowflake,L,Duplicates,Supplier_Purchases,2024-09-12,0
Snowflake,L,Duplicates,Supplier_Purchases,2024-09-13,1
Snowflake,L,Duplicates,Supplier_Purchases,2024-09-14,2
Snowflake,L,Duplicates,Supplier_Purchases,2024-09-15,2
Snowflake,L,Duplicates,Product_Attributes,2024-09-09,0
Snowflake,L,Duplicates,Product_Attributes,2024-09-10,2
Snowflake,L,Duplicates,Product_Attributes,2024-09-11,1
Snowflake,L,Duplicates,Product_Attributes,2024-09-12,2
Snowflake,L,Duplicates,Product_Attributes,2024-09-13,2
Snowflake,L,Duplicates,Product_Attributes,2024-09-14,0
Snowflake,L,Duplicates,Product_Attributes,2024-09-15,2
Snowflake,L,Duplicates,Customer_Orders_History,2024-09-09,0
Snowflake,L,Duplicates,Customer_Orders_History,2024-09-10,1
Snowflake,L,Duplicates,Customer_Orders_History,2024-09-11,0
Snowflake,L,Duplicates,Customer_Orders_History,2024-09-12,2
Snowflake,L,Duplicates,Customer_Orders_History,2024-09-13,0
Snowflake,L,Duplicates,Customer_Orders_History,2024-09-14,2
Snowflake,L,Duplicates,Customer_Orders_History,2024-09-15,2
Snowflake,L,Duplicates,Marketing_Leads,2024-09-09,2
Snowflake,L,Duplicates,Marketing_Leads,2024-09-10,1
Snowflake,L,Duplicates,Marketing_Leads,2024-09-11,1
Snowflake,L,Duplicates,Marketing_Leads,2024-09-12,2
Snowflake,L,Duplicates,Marketing_Leads,2024-09-13,2
Snowflake,L,Duplicates,Marketing_Leads,2024-09-14,1
Snowflake,L,Duplicates,Marketing_Leads,2024-09-15,0
Snowflake,L,Duplicates,Sales_Invoices,2024-09-09,1
Snowflake,L,Duplicates,Sales_Invoices,2024-09-10,2
Snowflake,L,Duplicates,Sales_Invoices,2024-09-11,2
Snowflake,L,Duplicates,Sales_Invoices,2024-09-12,0
Snowflake,L,Duplicates,Sales_Invoices,2024-09-13,0
Snowflake,L,Duplicates,Sales_Invoices,2024-09-14,2
Snowflake,L,Duplicates,Sales_Invoices,2024-09-15,0
Snowflake,L,Duplicates,Employee_Performance,2024-09-09,0
Snowflake,L,Duplicates,Employee_Performance,2024-09-10,0
Snowflake,L,Duplicates,Employee_Performance,2024-09-11,0
Snowflake,L,Duplicates,Employee_Performance,2024-09-12,1
Snowflake,L,Duplicates,Employee_Performance,2024-09-13,0
Snowflake,L,Duplicates,Employee_Performance,2024-09-14,1
Snowflake,L,Duplicates,Employee_Performance,2024-09-15,2
Snowflake,L,Duplicates,Product_Stock,2024-09-09,0
Snowflake,L,Duplicates,Product_Stock,2024-09-10,2
Snowflake,L,Duplicates,Product_Stock,2024-09-11,1
Snowflake,L,Duplicates,Product_Stock,2024-09-12,1
Snowflake,L,Duplicates,Product_Stock,2024-09-13,1
Snowflake,L,Duplicates,Product_Stock,2024-09-14,2
Snowflake,L,Duplicates,Product_Stock,2024-09-15,2
Snowflake,L,Duplicates,Order_Packaging,2024-09-09,0
Snowflake,L,Duplicates,Order_Packaging,2024-09-10,0
Snowflake,L,Duplicates,Order_Packaging,2024-09-11,2
Snowflake,L,Duplicates,Order_Packaging,2024-09-12,0
Snowflake,L,Duplicates,Order_Packaging,2024-09-13,2
Snowflake,L,Duplicates,Order_Packaging,2024-09-14,1
Snowflake,L,Duplicates,Order_Packaging,2024-09-15,0
Snowflake,L,Duplicates,Shipping_Labels,2024-09-09,2
Snowflake,L,Duplicates,Shipping_Labels,2024-09-10,2
Snowflake,L,Duplicates,Shipping_Labels,2024-09-11,1
Snowflake,L,Duplicates,Shipping_Labels,2024-09-12,2
Snowflake,L,Duplicates,Shipping_Labels,2024-09-13,1
Snowflake,L,Duplicates,Shipping_Labels,2024-09-14,0
Snowflake,L,Duplicates,Shipping_Labels,2024-09-15,0
Snowflake,L,Duplicates,Customer_Claims,2024-09-09,0
Snowflake,L,Duplicates,Customer_Claims,2024-09-10,0
Snowflake,L,Duplicates,Customer_Claims,2024-09-11,2
Snowflake,L,Duplicates,Customer_Claims,2024-09-12,0
Snowflake,L,Duplicates,Customer_Claims,2024-09-13,1
Snowflake,L,Duplicates,Customer_Claims,2024-09-14,2
Snowflake,L,Duplicates,Customer_Claims,2024-09-15,2
Snowflake,L,Duplicates,Product_Recommendations,2024-09-09,2
Snowflake,L,Duplicates,Product_Recommendations,2024-09-10,0
Snowflake,L,Duplicates,Product_Recommendations,2024-09-11,2
Snowflake,L,Duplicates,Product_Recommendations,2024-09-12,2
Snowflake,L,Duplicates,Product_Recommendations,2024-09-13,2
Snowflake,L,Duplicates,Product_Recommendations,2024-09-14,0
Snowflake,L,Duplicates,Product_Recommendations,2024-09-15,2
Snowflake,L,Duplicates,Order_Payments,2024-09-09,1
Snowflake,L,Duplicates,Order_Payments,2024-09-10,0
Snowflake,L,Duplicates,Order_Payments,2024-09-11,0
Snowflake,L,Duplicates,Order_Payments,2024-09-12,2
Snowflake,L,Duplicates,Order_Payments,2024-09-13,1
Snowflake,L,Duplicates,Order_Payments,2024-09-14,1
Snowflake,L,Duplicates,Order_Payments,2024-09-15,2
Snowflake,L,Duplicates,Inventory_Transfers,2024-09-09,0
Snowflake,L,Duplicates,Inventory_Transfers,2024-09-10,0
Snowflake,L,Duplicates,Inventory_Transfers,2024-09-11,0
Snowflake,L,Duplicates,Inventory_Transfers,2024-09-12,2
Snowflake,L,Duplicates,Inventory_Transfers,2024-09-13,0
Snowflake,L,Duplicates,Inventory_Transfers,2024-09-14,1
Snowflake,L,Duplicates,Inventory_Transfers,2024-09-15,0
Snowflake,L,Duplicates,Supplier_Invoices,2024-09-09,2
Snowflake,L,Duplicates,Supplier_Invoices,2024-09-10,0
Snowflake,L,Duplicates,Supplier_Invoices,2024-09-11,0
Snowflake,L,Duplicates,Supplier_Invoices,2024-09-12,1
Snowflake,L,Duplicates,Supplier_Invoices,2024-09-13,1
Snowflake,L,Duplicates,Supplier_Invoices,2024-09-14,1
Snowflake,L,Duplicates,Supplier_Invoices,2024-09-15,1
Snowflake,L,Duplicates,Customer_Interactions,2024-09-09,2
Snowflake,L,Duplicates,Customer_Interactions,2024-09-10,0
Snowflake,L,Duplicates,Customer_Interactions,2024-09-11,0
Snowflake,L,Duplicates,Customer_Interactions,2024-09-12,2
Snowflake,L,Duplicates,Customer_Interactions,2024-09-13,2
Snowflake,L,Duplicates,Customer_Interactions,2024-09-14,2
Snowflake,L,Duplicates,Customer_Interactions,2024-09-15,0
Snowflake,L,Duplicates,Sales_Reports,2024-09-09,0
Snowflake,L,Duplicates,Sales_Reports,2024-09-10,2
Snowflake,L,Duplicates,Sales_Reports,2024-09-11,0
Snowflake,L,Duplicates,Sales_Reports,2024-09-12,0
Snowflake,L,Duplicates,Sales_Reports,2024-09-13,0
Snowflake,L,Duplicates,Sales_Reports,2024-09-14,0
Snowflake,L,Duplicates,Sales_Reports,2024-09-15,1
Snowflake,L,Duplicates,Marketing_Expenses,2024-09-09,2
Snowflake,L,Duplicates,Marketing_Expenses,2024-09-10,1
Snowflake,L,Duplicates,Marketing_Expenses,2024-09-11,2
Snowflake,L,Duplicates,Marketing_Expenses,2024-09-12,2
Snowflake,L,Duplicates,Marketing_Expenses,2024-09-13,0
Snowflake,L,Duplicates,Marketing_Expenses,2024-09-14,0
Snowflake,L,Duplicates,Marketing_Expenses,2024-09-15,1
Snowflake,L,Duplicates,Employee_Trainings,2024-09-09,0
Snowflake,L,Duplicates,Employee_Trainings,2024-09-10,0
Snowflake,L,Duplicates,Employee_Trainings,2024-09-11,0
Snowflake,L,Duplicates,Employee_Trainings,2024-09-12,1
Snowflake,L,Duplicates,Employee_Trainings,2024-09-13,0
Snowflake,L,Duplicates,Employee_Trainings,2024-09-14,1
Snowflake,L,Duplicates,Employee_Trainings,2024-09-15,2
Snowflake,L,Duplicates,Product_Bundles,2024-09-09,1
Snowflake,L,Duplicates,Product_Bundles,2024-09-10,0
Snowflake,L,Duplicates,Product_Bundles,2024-09-11,1
Snowflake,L,Duplicates,Product_Bundles,2024-09-12,2
Snowflake,L,Duplicates,Product_Bundles,2024-09-13,2
Snowflake,L,Duplicates,Product_Bundles,2024-09-14,0
Snowflake,L,Duplicates,Product_Bundles,2024-09-15,2
Snowflake,L,Duplicates,Order_Processing,2024-09-09,2
Snowflake,L,Duplicates,Order_Processing,2024-09-10,1
Snowflake,L,Duplicates,Order_Processing,2024-09-11,2
Snowflake,L,Duplicates,Order_Processing,2024-09-12,2
Snowflake,L,Duplicates,Order_Processing,2024-09-13,0
Snowflake,L,Duplicates,Order_Processing,2024-09-14,0
Snowflake,L,Duplicates,Order_Processing,2024-09-15,2
Snowflake,L,Duplicates,Customer_Support_Tickets,2024-09-09,0
Snowflake,L,Duplicates,Customer_Support_Tickets,2024-09-10,1
Snowflake,L,Duplicates,Customer_Support_Tickets,2024-09-11,0
Snowflake,L,Duplicates,Customer_Support_Tickets,2024-09-12,0
Snowflake,L,Duplicates,Customer_Support_Tickets,2024-09-13,2
Snowflake,L,Duplicates,Customer_Support_Tickets,2024-09-14,2
Snowflake,L,Duplicates,Customer_Support_Tickets,2024-09-15,2
Snowflake,L,Missing_Downstream,Customer_Orders,2024-09-09,0
Snowflake,L,Missing_Downstream,Customer_Orders,2024-09-10,2
Snowflake,L,Missing_Downstream,Customer_Orders,2024-09-11,1
Snowflake,L,Missing_Downstream,Customer_Orders,2024-09-12,0
Snowflake,L,Missing_Downstream,Customer_Orders,2024-09-13,1
Snowflake,L,Missing_Downstream,Customer_Orders,2024-09-14,1
Snowflake,L,Missing_Downstream,Customer_Orders,2024-09-15,1
Snowflake,L,Missing_Downstream,Product_Inventory,2024-09-09,0
Snowflake,L,Missing_Downstream,Product_Inventory,2024-09-10,1
Snowflake,L,Missing_Downstream,Product_Inventory,2024-09-11,2
Snowflake,L,Missing_Downstream,Product_Inventory,2024-09-12,0
Snowflake,L,Missing_Downstream,Product_Inventory,2024-09-13,1
Snowflake,L,Missing_Downstream,Product_Inventory,2024-09-14,2
Snowflake,L,Missing_Downstream,Product_Inventory,2024-09-15,2
Snowflake,L,Missing_Downstream,Sales_Transactions,2024-09-09,0
Snowflake,L,Missing_Downstream,Sales_Transactions,2024-09-10,1
Snowflake,L,Missing_Downstream,Sales_Transactions,2024-09-11,1
Snowflake,L,Missing_Downstream,Sales_Transactions,2024-09-12,2
Snowflake,L,Missing_Downstream,Sales_Transactions,2024-09-13,2
Snowflake,L,Missing_Downstream,Sales_Transactions,2024-09-14,0
Snowflake,L,Missing_Downstream,Sales_Transactions,2024-09-15,2
Snowflake,L,Missing_Downstream,Employee_Details,2024-09-09,0
Snowflake,L,Missing_Downstream,Employee_Details,2024-09-10,0
Snowflake,L,Missing_Downstream,Employee_Details,2024-09-11,2
Snowflake,L,Missing_Downstream,Employee_Details,2024-09-12,0
Snowflake,L,Missing_Downstream,Employee_Details,2024-09-13,2
Snowflake,L,Missing_Downstream,Employee_Details,2024-09-14,0
Snowflake,L,Missing_Downstream,Employee_Details,2024-09-15,0
Snowflake,L,Missing_Downstream,Order_Items,2024-09-09,2
Snowflake,L,Missing_Downstream,Order_Items,2024-09-10,0
Snowflake,L,Missing_Downstream,Order_Items,2024-09-11,2
Snowflake,L,Missing_Downstream,Order_Items,2024-09-12,0
Snowflake,L,Missing_Downstream,Order_Items,2024-09-13,1
Snowflake,L,Missing_Downstream,Order_Items,2024-09-14,1
Snowflake,L,Missing_Downstream,Order_Items,2024-09-15,0
Snowflake,L,Missing_Downstream,Supplier_Records,2024-09-09,1
Snowflake,L,Missing_Downstream,Supplier_Records,2024-09-10,1
Snowflake,L,Missing_Downstream,Supplier_Records,2024-09-11,2
Snowflake,L,Missing_Downstream,Supplier_Records,2024-09-12,1
Snowflake,L,Missing_Downstream,Supplier_Records,2024-09-13,2
Snowflake,L,Missing_Downstream,Supplier_Records,2024-09-14,1
Snowflake,L,Missing_Downstream,Supplier_Records,2024-09-15,2
Snowflake,L,Missing_Downstream,Transaction_History,2024-09-09,2
Snowflake,L,Missing_Downstream,Transaction_History,2024-09-10,0
Snowflake,L,Missing_Downstream,Transaction_History,2024-09-11,0
Snowflake,L,Missing_Downstream,Transaction_History,2024-09-12,0
Snowflake,L,Missing_Downstream,Transaction_History,2024-09-13,2
Snowflake,L,Missing_Downstream,Transaction_History,2024-09-14,1
Snowflake,L,Missing_Downstream,Transaction_History,2024-09-15,0
Snowflake,L,Missing_Downstream,Product_Categories,2024-09-09,2
Snowflake,L,Missing_Downstream,Product_Categories,2024-09-10,0
Snowflake,L,Missing_Downstream,Product_Categories,2024-09-11,1
Snowflake,L,Missing_Downstream,Product_Categories,2024-09-12,0
Snowflake,L,Missing_Downstream,Product_Categories,2024-09-13,1
Snowflake,L,Missing_Downstream,Product_Categories,2024-09-14,2
Snowflake,L,Missing_Downstream,Product_Categories,2024-09-15,0
Snowflake,L,Missing_Downstream,Payment_Methods,2024-09-09,1
Snowflake,L,Missing_Downstream,Payment_Methods,2024-09-10,2
Snowflake,L,Missing_Downstream,Payment_Methods,2024-09-11,0
Snowflake,L,Missing_Downstream,Payment_Methods,2024-09-12,1
Snowflake,L,Missing_Downstream,Payment_Methods,2024-09-13,1
Snowflake,L,Missing_Downstream,Payment_Methods,2024-09-14,2
Snowflake,L,Missing_Downstream,Payment_Methods,2024-09-15,0
Snowflake,L,Missing_Downstream,Shipping_Details,2024-09-09,2
Snowflake,L,Missing_Downstream,Shipping_Details,2024-09-10,2
Snowflake,L,Missing_Downstream,Shipping_Details,2024-09-11,0
Snowflake,L,Missing_Downstream,Shipping_Details,2024-09-12,1
Snowflake,L,Missing_Downstream,Shipping_Details,2024-09-13,1
Snowflake,L,Missing_Downstream,Shipping_Details,2024-09-14,1
Snowflake,L,Missing_Downstream,Shipping_Details,2024-09-15,0
Snowflake,L,Missing_Downstream,Customer_Feedback,2024-09-09,2
Snowflake,L,Missing_Downstream,Customer_Feedback,2024-09-10,0
Snowflake,L,Missing_Downstream,Customer_Feedback,2024-09-11,1
Snowflake,L,Missing_Downstream,Customer_Feedback,2024-09-12,2
Snowflake,L,Missing_Downstream,Customer_Feedback,2024-09-13,1
Snowflake,L,Missing_Downstream,Customer_Feedback,2024-09-14,2
Snowflake,L,Missing_Downstream,Customer_Feedback,2024-09-15,2
Snowflake,L,Missing_Downstream,Marketing_Campaigns,2024-09-09,0
Snowflake,L,Missing_Downstream,Marketing_Campaigns,2024-09-10,2
Snowflake,L,Missing_Downstream,Marketing_Campaigns,2024-09-11,2
Snowflake,L,Missing_Downstream,Marketing_Campaigns,2024-09-12,1
Snowflake,L,Missing_Downstream,Marketing_Campaigns,2024-09-13,0
Snowflake,L,Missing_Downstream,Marketing_Campaigns,2024-09-14,1
Snowflake,L,Missing_Downstream,Marketing_Campaigns,2024-09-15,0
Snowflake,L,Missing_Downstream,Product_Reviews,2024-09-09,2
Snowflake,L,Missing_Downstream,Product_Reviews,2024-09-10,2
Snowflake,L,Missing_Downstream,Product_Reviews,2024-09-11,2
Snowflake,L,Missing_Downstream,Product_Reviews,2024-09-12,2
Snowflake,L,Missing_Downstream,Product_Reviews,2024-09-13,1
Snowflake,L,Missing_Downstream,Product_Reviews,2024-09-14,0
Snowflake,L,Missing_Downstream,Product_Reviews,2024-09-15,2
